t links init
c   fr       to      len  mode  type lanes vdfunc ul1 ul2 ul3 
a 681145 681144   1.13 cb           111 2.0  71       0       0       0
a 681146 681502   2.00 cb           111 2.0  71       0       0       0
a 681146 681506   1.60 cb           111 2.0  71       0       0       0
a 681152 718115   0.20 cg           900 1.0  95       0       0       0
a 681152 681153   0.22 cb           342 1.0  66       0       0       0
a 681152 681206   0.86 cb           342 1.0  65       0       0       0
a 681153 718116   0.30 cg           900 1.0  95       0       0       0
a 681153 681152   0.22 cb           342 1.0  66       0       0       0
a 681153 681154   0.17 cb           341 1.0  66       0       0       0
a 681154 681153   0.17 cb           341 1.0  66       0       0       0
a 681154 681163   0.59 cb           242 2.0  68       0       0       0
a 681154 681252   0.21 cb           243 2.0  66       0       0       0
a 681154 681253   0.23 cb           242 1.0  66       0       0       0
a 681162 681163   0.28 cb           342 2.0  65       0       0       0
a 681162 681243   0.37 cb           342 2.0  65       0       0       0
a 681163 681154   0.59 cb           242 2.0  68       0       0       0
a 681163 681162   0.28 cb           342 2.0  65       0       0       0
a 681163 681188   0.37 cb           242 2.0  73       0       0       0
a 681169 681253   0.24 cb           242 1.0  66       0       0       0
a 681169 681269   0.12 cb           242 1.0  66       0       0       0
a 681174 681184   0.40 cb           111 2.0  71       0       0       0
a 681174 681264   0.95 cb           112 2.0  73       0       0       0
a 681176 681184   0.32 cb           242 2.0  73       0       0       0
a 681176 681186   0.53 cb           242 2.0  73       0       0       0
a 681183 718118   0.25 cg           900 1.0  95       0       0       0
a 681183 681243   0.65 cb           442 1.0  65       0       0       0
a 681184 681174   0.40 cb           111 2.0  71       0       0       0
a 681184 681176   0.32 cb           242 2.0  73       0       0       0
a 681184 681195   1.23 cb           111 2.0  71       0       0       0
a 681185 718154   0.91 cg           900 1.0  95       0       0       0
a 681185 681205   2.23 cb           231 1.0  68       0       0       0
a 681185 681215   0.37 cb           231 1.0  68       0       0       0
a 681186 681176   0.53 cb           242 2.0  73       0       0       0
a 681186 681188   0.41 cb           242 2.0  73       0       0       0
a 681187 681243   0.23 cb           341 1.0  68       0       0       0
a 681187 681244   0.85 cb           341 1.0  68       0       0       0
a 681188 681163   0.37 cb           242 2.0  73       0       0       0
a 681188 681186   0.41 cb           242 2.0  73       0       0       0
a 681193 628069   0.81 cb           341 1.0  68       0       0       0
a 681193 681244   0.43 cb           341 1.0  68       0       0       0
a 681194 628049   0.91 cb           111 2.0  71       0       0       0
a 681194 681195   0.94 cb           111 2.0  71       0       0       0
a 681195 681184   1.23 cb           111 2.0  71       0       0       0
a 681195 681194   0.94 cb           111 2.0  71       0       0       0
a 681202 681222   0.36 cb           442 1.0  65       0       0       0
a 681202 681242   0.50 cb           442 1.0  65       0       0       0
a 681203 681206   0.20 cb           342 1.0  65       0       0       0
a 681203 681222   0.46 cb           342 1.0  65       0       0       0
a 681204 681222   0.22 cb           341 1.0  65       0       0       0
a 681204 681229   0.47 cb           341 1.0  65       0       0       0
a 681205 718121   0.50 cg           900 1.0  95       0       0       0
a 681205 681185   2.23 cb           231 1.0  68       0       0       0
a 681205 681288   1.47 cb           232 1.0  65       0       0       0
a 681206 681152   0.86 cb           342 1.0  65       0       0       0
a 681206 681203   0.20 cb           342 1.0  65       0       0       0
a 681215 681185   0.37 cb           231 1.0  68       0       0       0
a 681215 681216   1.29 cb           231 1.0  68       0       0       0
a 681216 627106   1.42 cb           231 1.0  68       0       0       0
a 681216 681215   1.29 cb           231 1.0  68       0       0       0
a 681222 718120   0.10 c            900 1.0  95       0       0       0
a 681222 718122   0.50 c            900 1.0  95       0       0       0
a 681222 681202   0.36 cb           442 1.0  65       0       0       0
a 681222 681203   0.46 cb           342 1.0  65       0       0       0
a 681222 681204   0.22 cb           341 1.0  65       0       0       0
a 681224 718123   0.80 cg           900 1.0  95       0       0       0
a 681224 681229   0.33 cb           341 1.0  65       0       0       0
a 681229 681204   0.47 cb           341 1.0  65       0       0       0
a 681229 681224   0.33 cb           341 1.0  65       0       0       0
a 681239 681473   0.41 cb           441 1.0  68       0       0       0
a 681239 681483   0.87 cb           441 1.0  68       0       0       0
a 681242 718124   0.30 c            900 1.0  95       0       0       0
a 681242 681202   0.50 cb           442 1.0  65       0       0       0
a 681242 681245   0.31 cb           442 1.0  66       0       0       0
a 681243 681162   0.37 cb           342 2.0  65       0       0       0
a 681243 681183   0.65 cb           442 1.0  65       0       0       0
a 681243 681187   0.23 cb           341 1.0  68       0       0       0
a 681243 681245   0.25 cb           442 1.0  66       0       0       0
a 681244 681187   0.85 cb           341 1.0  68       0       0       0
a 681244 681193   0.43 cb           341 1.0  68       0       0       0
a 681245 681242   0.31 cb           442 1.0  66       0       0       0
a 681245 681243   0.25 cb           442 1.0  66       0       0       0
a 681247 719134   0.69 c            900 1.0  95       0       0       0
a 681247 681248   0.88 cb           442 1.0  65       0       0       0
a 681247 691173   1.14 cb           442 1.0  65       0       0       0
a 681248 681247   0.88 cb           442 1.0  65       0       0       0
a 681248 691244   0.53 cb           442 1.0  65       0       0       0
a 681252 681012   0.15 cb           243 3.0  66       0       0       0
a 681252 681154   0.21 cb           243 2.0  66       0       0       0
a 681253 718125   0.25 c            900 1.0  95       0       0       0
a 681253 681154   0.23 cb           242 1.0  66       0       0       0
a 681253 681169   0.24 cb           242 1.0  66       0       0       0
a 681253 681262   0.26 cb           442 1.0  66       0       0       0
a 681254 681263   0.41 cb           442 1.0  66       0       0       0
a 681254 681265   0.25 cb           242 1.0  66       0       0       0
a 681254 681269   0.32 cb           242 1.0  66       0       0       0
a 681255 681266   0.05 cb           242 1.0  66       0       0       0
a 681255 681273   0.69 cb           232 1.0  66       0       0       0
a 681255 681278   0.28 cb           442 1.0  66       0       0       0
a 681257 681272   0.14 cb           112 2.0  73       0       0       0
a 681257 681336   0.58 cb           112 2.0  73       0       0       0
a 681258 681018   0.10 cb           442 1.0  66       0       0       0
a 681258 681259   0.12 cb           442 1.0  66       0       0       0
a 681259 681258   0.12 cb           442 1.0  66       0       0       0
a 681259 681278   0.56 cb           442 1.0  66       0       0       0
a 681262 681253   0.26 cb           442 1.0  66       0       0       0
a 681262 681268   0.38 cb           442 1.0  66       0       0       0
a 681263 681254   0.41 cb           442 1.0  66       0       0       0
a 681264 681174   0.95 cb           112 2.0  73       0       0       0
a 681264 681272   0.71 cb           112 2.0  73       0       0       0
a 681265 681254   0.25 cb           242 1.0  66       0       0       0
a 681265 681266   0.38 cb           242 1.0  66       0       0       0
a 681266 681255   0.05 cb           242 1.0  66       0       0       0
a 681266 681265   0.38 cb           242 1.0  66       0       0       0
a 681268 718126   0.20 cg           900 1.0  95       0       0       0
a 681268 681262   0.38 cb           442 1.0  66       0       0       0
a 681269 718126   0.40 cg           900 1.0  95       0       0       0
a 681269 681169   0.12 cb           242 1.0  66       0       0       0
a 681269 681254   0.32 cb           242 1.0  66       0       0       0
a 681272 681257   0.14 cb           112 2.0  73       0       0       0
a 681272 681264   0.71 cb           112 2.0  73       0       0       0
a 681273 681255   0.69 cb           232 1.0  66       0       0       0
a 681273 681283   0.40 cb           232 1.0  66       0       0       0
a 681275 681283   0.15 cb           232 1.0  65       0       0       0
a 681275 681284   0.36 cb           232 1.0  65       0       0       0
a 681278 718127   0.81 c            900 1.0  95       0       0       0
a 681278 681255   0.28 cb           442 1.0  66       0       0       0
a 681278 681259   0.56 cb           442 1.0  66       0       0       0
a 681282 718117   0.80 c            900 1.0  95       0       0       0
a 681282 718119   1.41 cg           900 1.0  95       0       0       0
a 681282 681283   0.39 cb           442 1.0  65       0       0       0
a 681283 718127   0.25 c            900 1.0  95       0       0       0
a 681283 718128   0.16 cg           900 1.0  95       0       0       0
a 681283 681273   0.39 cb           232 1.0  66       0       0       0
a 681283 681275   0.15 cb           232 1.0  65       0       0       0
a 681283 681282   0.39 cb           442 1.0  65       0       0       0
a 681284 718157   1.12 cg           900 1.0  95       0       0       0
a 681284 681275   0.36 cb           232 1.0  65       0       0       0
a 681284 681288   0.56 cb           232 1.0  65       0       0       0
a 681288 681205   1.47 cb           232 1.0  65       0       0       0
a 681288 681284   0.56 cb           232 1.0  65       0       0       0
a 681292 681024   0.27 cb           342 2.0  66       0       0       0
a 681292 681025   0.08 cb           443 1.0  67       0       0       0
a 681292 681295   0.18 cb           342 2.0  66       0       0       0
a 681293 681122   0.50 cb           442 1.0  65       0       0       0
a 681293 681298   0.37 cb           442 1.0  65       0       0       0
a 681294 681298   0.16 cb           442 1.0  65       0       0       0
a 681294 681299   0.14 cb           442 1.0  65       0       0       0
a 681295 718129   0.10 cg           900 1.0  95       0       0       0
a 681295 681042   0.20 cb           342 2.0  66       0       0       0
a 681295 681292   0.18 cb           342 2.0  66       0       0       0
a 681296 681045   0.38 cb           342 2.0  66       0       0       0
a 681296 681303   0.34 cb           342 2.0  68       0       0       0
a 681298 681293   0.37 cb           442 1.0  65       0       0       0
a 681298 681294   0.16 cb           442 1.0  65       0       0       0
a 681298 681313   0.15 cb           442 1.0  65       0       0       0
a 681299 681042   0.58 cb           442 1.0  65       0       0       0
a 681299 681294   0.14 cb           442 1.0  65       0       0       0
a 681302 681308   0.35 cb           342 1.0  65       0       0       0
a 681302 681313   0.35 cb           342 1.0  65       0       0       0
a 681303 681296   0.34 cb           342 2.0  68       0       0       0
a 681303 681308   0.20 cb           342 1.0  65       0       0       0
a 681303 681338   0.55 cb           342 1.0  68       0       0       0
a 681303 681339   0.22 cb           442 1.0  65       0       0       0
a 681304 681338   0.72 cb           442 1.0  65       0       0       0
a 681305 718130   0.25 c            900 1.0  95       0       0       0
a 681305 681313   0.38 cb           342 1.0  65       0       0       0
a 681305 681323   0.41 cb           342 1.0  65       0       0       0
a 681306 681138   3.71 cb           112 2.0  71       0       0       0
a 681306 681333   0.60 cb           112 2.0  71       0       0       0
a 681308 681302   0.35 cb           342 1.0  65       0       0       0
a 681308 681303   0.20 cb           342 1.0  65       0       0       0
a 681312 718131   0.50 c            900 1.0  95       0       0       0
a 681312 718132   1.00 c            900 1.0  95       0       0       0
a 681312 681313   1.05 cb           342 1.0  65       0       0       0
a 681312 681315   0.50 cb           342 1.0  65       0       0       0
a 681313 681298   0.15 cb           442 1.0  65       0       0       0
a 681313 681302   0.35 cb           342 1.0  65       0       0       0
a 681313 681305   0.38 cb           342 1.0  65       0       0       0
a 681313 681312   1.05 cb           342 1.0  65       0       0       0
a 681315 681137   0.39 cb           342 1.0  65       0       0       0
a 681315 681312   0.50 cb           342 1.0  65       0       0       0
a 681316 681136   0.70 cb           342 1.0  65       0       0       0
a 681316 681137   0.19 cb           342 1.0  65       0       0       0
a 681323 718132   1.00 c            900 1.0  95       0       0       0
a 681323 718137   0.80 cg           900 1.0  95       0       0       0
a 681323 681305   0.41 cb           342 1.0  65       0       0       0
a 681323 681328   0.43 cb           341 1.0  68       0       0       0
a 681328 681323   0.43 cb           341 1.0  68       0       0       0
a 681328 681374   0.63 cb           341 1.0  68       0       0       0
a 681333 681306   0.60 cb           112 2.0  71       0       0       0
a 681333 681334   0.38 cb           112 2.0  73       0       0       0
a 681333 681338   0.16 cb           342 1.0  68       0       0       0
a 681333 681344   1.25 cb           342 1.0  68       0       0       0
a 681334 681333   0.38 cb           112 2.0  73       0       0       0
a 681334 681335   0.42 cb           112 2.0  73       0       0       0
a 681334 681342   0.40 cb           342 1.0  65       0       0       0
a 681334 681349   0.17 cb           342 1.0  65       0       0       0
a 681334 681358   0.68 cb           112 1.0  68       0       0       0
a 681335 681334   0.42 cb           112 2.0  73       0       0       0
a 681335 681336   0.53 cb           112 1.0  68       0       0       0
a 681336 681257   0.58 cb           112 2.0  73       0       0       0
a 681336 681334   0.62 cb           112 1.0  68       0       0       0
a 681336 681337   0.24 cb           112 2.0  73       0       0       0
a 681337 681335   0.33 cb           112 1.0  68       0       0       0
a 681337 681336   0.24 cb           112 2.0  73       0       0       0
a 681337 681358   0.89 cb           112 2.0  73       0       0       0
a 681338 681303   0.55 cb           342 1.0  68       0       0       0
a 681338 681304   0.72 cb           442 1.0  65       0       0       0
a 681338 681333   0.16 cb           342 1.0  68       0       0       0
a 681339 718133   0.10 c            900 1.0  95       0       0       0
a 681339 681303   0.22 cb           442 1.0  65       0       0       0
a 681342 718134   0.30 cg           900 1.0  95       0       0       0
a 681342 681334   0.40 cb           342 1.0  65       0       0       0
a 681342 681347   0.87 cb           342 1.0  65       0       0       0
a 681342 681355   0.50 cb           442 1.0  65       0       0       0
a 681343 718134   0.30 cg           900 1.0  95       0       0       0
a 681343 681344   0.36 cb           342 1.0  65       0       0       0
a 681343 681346   0.16 cb           442 1.0  65       0       0       0
a 681343 681347   0.18 cb           342 1.0  65       0       0       0
a 681344 718137   0.60 cg           900 1.0  95       0       0       0
a 681344 681333   1.25 cb           342 1.0  68       0       0       0
a 681344 681343   0.36 cb           342 1.0  65       0       0       0
a 681344 681365   0.93 cb           341 1.0  68       0       0       0
a 681345 681348   0.53 cb           112 2.0  71       0       0       0
a 681345 681358   0.91 cb           112 2.0  71       0       0       0
a 681346 681343   0.16 cb           442 1.0  65       0       0       0
a 681346 681359   0.22 cb           442 1.0  65       0       0       0
a 681347 681342   0.87 cb           342 1.0  65       0       0       0
a 681347 681343   0.18 cb           342 1.0  65       0       0       0
a 681348 681345   0.53 cb           112 2.0  71       0       0       0
a 681348 681375   0.32 cb           112 2.0  71       0       0       0
a 681349 681334   0.17 cb           342 1.0  65       0       0       0
a 681349 681352   0.48 cb           342 1.0  65       0       0       0
a 681352 681044   0.40 cb           342 1.0  65       0       0       0
a 681352 681349   0.48 cb           342 1.0  65       0       0       0
a 681352 681353   0.43 cb           442 1.0  65       0       0       0
a 681353 681352   0.43 cb           442 1.0  65       0       0       0
a 681355 718135   0.50 c            900 1.0  95       0       0       0
a 681355 681342   0.50 cb           442 1.0  65       0       0       0
a 681355 681356   0.37 cb           442 1.0  65       0       0       0
a 681356 681355   0.37 cb           442 1.0  65       0       0       0
a 681356 681357   0.46 cb           442 1.0  65       0       0       0
a 681357 681356   0.46 cb           442 1.0  65       0       0       0
a 681357 681359   0.41 cb           442 1.0  65       0       0       0
a 681358 681337   0.89 cb           112 2.0  73       0       0       0
a 681358 681345   0.91 cb           112 2.0  71       0       0       0
a 681359 681346   0.22 cb           442 1.0  65       0       0       0
a 681359 681357   0.41 cb           442 1.0  65       0       0       0
a 681362 718159   0.57 c            900 1.0  95       0       0       0
a 681362 681364   0.28 cb           341 1.0  65       0       0       0
a 681362 681366   0.51 cb           341 1.0  65       0       0       0
a 681364 681362   0.28 cb           341 1.0  65       0       0       0
a 681364 681365   0.60 cb           341 1.0  68       0       0       0
a 681365 681344   0.93 cb           341 1.0  68       0       0       0
a 681365 681364   0.60 cb           341 1.0  68       0       0       0
a 681365 681375   0.15 cb           341 1.0  65       0       0       0
a 681366 718136   1.38 c            900 1.0  95       0       0       0
a 681366 681362   0.51 cb           341 1.0  65       0       0       0
a 681366 681439   1.36 cb           341 1.0  68       0       0       0
a 681368 681375   0.44 cb           112 2.0  71       0       0       0
a 681368 681378   0.75 cb           111 2.0  71       0       0       0
a 681372 718138   0.40 cg           900 1.0  95       0       0       0
a 681372 681374   1.30 cb           341 1.0  68       0       0       0
a 681372 681522   1.72 cb           341 1.0  68       0       0       0
a 681373 681382   0.47 cb           441 1.0  65       0       0       0
a 681374 681328   0.63 cb           341 1.0  68       0       0       0
a 681374 681372   1.30 cb           341 1.0  68       0       0       0
a 681375 681348   0.32 cb           112 2.0  71       0       0       0
a 681375 681365   0.15 cb           341 1.0  65       0       0       0
a 681375 681368   0.44 cb           112 2.0  71       0       0       0
a 681378 681368   0.75 cb           111 2.0  71       0       0       0
a 681378 681432   1.62 cb           111 2.0  71       0       0       0
a 681382 681373   0.47 cb           441 1.0  65       0       0       0
a 681382 681383   2.88 cb           341 1.0  68       0       0       0
a 681382 681425   0.44 cb           341 1.0  68       0       0       0
a 681383 681382   2.88 cb           341 1.0  68       0       0       0
a 681383 681384   0.68 cb           341 1.0  68       0       0       0
a 681384 681383   0.68 cb           341 1.0  68       0       0       0
a 681384 681385   0.56 cb           341 1.0  68       0       0       0
a 681385 681384   0.56 cb           341 1.0  68       0       0       0
a 681385 681386   1.12 cb           341 1.0  68       0       0       0
a 681386 681385   1.12 cb           341 1.0  68       0       0       0
a 681386 681522   0.76 cb           341 1.0  68       0       0       0
a 681387 681388   1.11 cb           111 2.0  71       0       0       0
a 681387 681419   1.23 cb           111 2.0  71       0       0       0
a 681388 681387   1.11 cb           111 2.0  71       0       0       0
a 681388 681432   1.70 cb           111 2.0  71       0       0       0
a 681389 681418   0.35 cb           341 1.0  68       0       0       0
a 681389 681437   0.83 cb           341 1.0  68       0       0       0
a 681392 718139   0.50 cg           900 1.0  95       0       0       0
a 681392 681393   0.49 cb           222 1.0  65       0       0       0
a 681392 681394   1.34 cb           221 1.0  68       0       0       0
a 681393 681392   0.49 cb           222 1.0  65       0       0       0
a 681393 681423   0.65 cb           222 1.0  65       0       0       0
a 681394 718140   1.00 cg           900 1.0  95       0       0       0
a 681394 300345   7.56 c             14 1.0  35       0       0       0
a 681394 300352   5.60 c             15 1.0  95       0       0       0
a 681394 400171   3.74 c             12 1.0  95       0       0       0
a 681394 681392   1.34 cb           221 1.0  68       0       0       0
a 681395 629033   2.15 cb           341 1.0  70       0       0       0
a 681395 681453   1.50 cb           341 1.0  70       0       0       0
a 681403 629012   1.84 c             14 1.0  30       0       0       0
a 681403 681513   0.68 cb           341 1.0  68       0       0       0
a 681404 323486   1.12 c             11 2.0   3       0       0       0
a 681404 681406   3.68 cb           111 2.0  71       0       0       0
a 681405 681513   1.15 cb           341 1.0  68       0       0       0
a 681405 681515   1.67 cb           341 1.0  68       0       0       0
a 681406 681404   3.68 cb           111 2.0  71       0       0       0
a 681406 681517   4.44 cb           111 2.0  71       0       0       0
a 681407 681408   0.38 cb           341 1.0  68       0       0       0
a 681407 681424   0.96 cb           341 1.0  68       0       0       0
a 681408 681407   0.38 cb           341 1.0  68       0       0       0
a 681408 681509   0.55 cb           341 1.0  68       0       0       0
a 681409 681424   0.63 cb           341 1.0  68       0       0       0
a 681409 681428   1.94 cb           341 1.0  68       0       0       0
a 681412 681413   0.50 cb           342 1.0  66       0       0       0
a 681412 681416   0.36 cb           222 1.0  68       0       0       0
a 681412 681422   1.36 cb           222 1.0  66       0       0       0
a 681413 718141   0.50 cg           900 1.0  95       0       0       0
a 681413 681412   0.50 cb           342 1.0  66       0       0       0
a 681413 681429   0.27 cb           342 1.0  66       0       0       0
a 681414 681425   0.66 cb           341 1.0  68       0       0       0
a 681414 681426   1.73 cb           341 1.0  68       0       0       0
a 681414 681429   0.59 cb           342 1.0  66       0       0       0
a 681415 718143   0.50 c            900 1.0  95       0       0       0
a 681415 681433   0.32 cb           222 1.0  68       0       0       0
a 681415 681435   0.35 cb           222 1.0  68       0       0       0
a 681416 681412   0.36 cb           222 1.0  68       0       0       0
a 681416 681433   1.47 cb           222 1.0  68       0       0       0
a 681417 681418   0.65 cb           341 1.0  68       0       0       0
a 681417 681435   2.46 cb           341 1.0  68       0       0       0
a 681418 681389   0.35 cb           341 1.0  68       0       0       0
a 681418 681417   0.65 cb           341 1.0  68       0       0       0
a 681419 681387   1.23 cb           111 2.0  71       0       0       0
a 681419 681433   2.00 cb           111 2.0  71       0       0       0
a 681422 718142   0.50 cg           900 1.0  95       0       0       0
a 681422 681412   1.36 cb           222 1.0  66       0       0       0
a 681422 681526   1.24 cb           222 1.0  70       0       0       0
a 681423 681393   0.65 cb           222 1.0  65       0       0       0
a 681423 681529   1.19 cb           222 1.0  70       0       0       0
a 681424 300352   9.32 cb           341 1.0  68       0       0       0
a 681424 681407   0.96 cb           341 1.0  68       0       0       0
a 681424 681409   0.63 cb           341 1.0  68       0       0       0
a 681425 681382   0.44 cb           341 1.0  68       0       0       0
a 681425 681414   0.66 cb           341 1.0  68       0       0       0
a 681426 681414   1.73 cb           341 1.0  68       0       0       0
a 681426 681427   0.42 cb           341 1.0  68       0       0       0
a 681427 681426   0.42 cb           341 1.0  68       0       0       0
a 681427 681428   1.14 cb           341 1.0  68       0       0       0
a 681428 681409   1.94 cb           341 1.0  68       0       0       0
a 681428 681427   1.14 cb           341 1.0  68       0       0       0
a 681429 681413   0.27 cb           342 1.0  66       0       0       0
a 681429 681414   0.59 cb           342 1.0  66       0       0       0
a 681432 681378   1.62 cb           111 2.0  71       0       0       0
a 681432 681388   1.70 cb           111 2.0  71       0       0       0
a 681433 681415   0.32 cb           222 1.0  68       0       0       0
a 681433 681416   1.47 cb           222 1.0  68       0       0       0
a 681433 681419   2.00 cb           111 2.0  71       0       0       0
a 681433 681459   1.85 cb           111 2.0  71       0       0       0
a 681434 718143   2.00 c            900 1.0  95       0       0       0
a 681434 681436   1.45 cb           341 1.0  68       0       0       0
a 681434 681438   0.70 cb           341 1.0  68       0       0       0
a 681435 681415   0.35 cb           222 1.0  68       0       0       0
a 681435 681417   2.46 cb           341 1.0  68       0       0       0
a 681435 681457   0.97 cb           341 1.0  68       0       0       0
a 681436 681434   1.45 cb           341 1.0  68       0       0       0
a 681436 681437   0.66 cb           341 1.0  68       0       0       0
a 681437 681389   0.83 cb           341 1.0  68       0       0       0
a 681437 681436   0.66 cb           341 1.0  68       0       0       0
a 681438 681434   0.70 cb           341 1.0  68       0       0       0
a 681438 681439   0.80 cb           341 1.0  68       0       0       0
a 681439 681366   1.36 cb           341 1.0  68       0       0       0
a 681439 681438   0.80 cb           341 1.0  68       0       0       0
a 681443 718144   0.50 cg           900 1.0  95       0       0       0
a 681443 681444   0.94 cb           441 1.0  65       0       0       0
a 681444 681443   0.94 cb           441 1.0  65       0       0       0
a 681444 681447   1.41 cb           111 2.0  71       0       0       0
a 681444 681454   0.91 cb           441 1.0  68       0       0       0
a 681444 681458   3.20 cb           111 2.0  71       0       0       0
a 681447 681444   1.41 cb           111 2.0  71       0       0       0
a 681447 681448   0.87 cb           111 2.0  71       0       0       0
a 681448 629032   3.41 cb           111 2.0  71       0       0       0
a 681448 681447   0.87 cb           111 2.0  71       0       0       0
a 681452 718145   0.75 cbg          900 1.0  95       0       0       0
a 681452 681453   1.55 cb           341 1.0  70       0       0       0
a 681452 681454   1.35 cb           441 1.0  68       0       0       0
a 681452 681455   4.61 cb           341 1.0  68       0       0       0
a 681453 681395   1.50 cb           341 1.0  70       0       0       0
a 681453 681452   1.55 cb           341 1.0  70       0       0       0
a 681453 681465   3.02 cb           341 1.0  70       0       0       0
a 681454 681444   0.91 cb           441 1.0  68       0       0       0
a 681454 681452   1.35 cb           441 1.0  68       0       0       0
a 681455 681452   4.61 cb           341 1.0  68       0       0       0
a 681455 681456   1.52 cb           341 1.0  68       0       0       0
a 681456 681455   1.52 cb           341 1.0  68       0       0       0
a 681456 681457   0.56 cb           341 1.0  68       0       0       0
a 681457 681435   0.97 cb           341 1.0  68       0       0       0
a 681457 681456   0.56 cb           341 1.0  68       0       0       0
a 681458 681444   3.20 cb           111 2.0  71       0       0       0
a 681458 681459   2.63 cb           111 2.0  71       0       0       0
a 681459 681433   1.85 cb           111 2.0  71       0       0       0
a 681459 681458   2.63 cb           111 2.0  71       0       0       0
a 681462 718146   0.75 cg           900 1.0  95       0       0       0
a 681462 681466   1.38 cb           441 1.0  70       0       0       0
a 681465 681453   3.02 cb           341 1.0  70       0       0       0
a 681465 681466   0.99 cb           441 1.0  70       0       0       0
a 681466 681462   1.38 cb           441 1.0  70       0       0       0
a 681466 681465   0.99 cb           441 1.0  70       0       0       0
a 681473 718147   0.75 cg           900 1.0  95       0       0       0
a 681473 681239   0.41 cb           441 1.0  68       0       0       0
a 681473 681477   1.52 cb           341 1.0  68       0       0       0
a 681474 681476   1.18 cb           341 1.0  68       0       0       0
a 681474 681503   3.40 cb           341 1.0  68       0       0       0
a 681476 681474   1.18 cb           341 1.0  68       0       0       0
a 681476 681477   0.80 cb           341 1.0  68       0       0       0
a 681477 681473   1.52 cb           341 1.0  68       0       0       0
a 681477 681476   0.80 cb           341 1.0  68       0       0       0
a 681482 718148   0.75 cg           900 1.0  95       0       0       0
a 681482 681484   2.61 cb           441 1.0  68       0       0       0
a 681482 681487   1.32 cb           441 1.0  68       0       0       0
a 681483 681239   0.87 cb           441 1.0  68       0       0       0
a 681483 681484   0.58 cb           441 1.0  68       0       0       0
a 681484 681482   2.61 cb           441 1.0  68       0       0       0
a 681484 681483   0.58 cb           441 1.0  68       0       0       0
a 681485 681486   2.28 cb           441 1.0  68       0       0       0
a 681485 681487   1.43 cb           441 1.0  68       0       0       0
a 681486 681107   1.07 cb           441 1.0  68       0       0       0
a 681486 681485   2.28 cb           441 1.0  68       0       0       0
a 681487 681482   1.32 cb           441 1.0  68       0       0       0
a 681487 681485   1.43 cb           441 1.0  68       0       0       0
a 681493 718149   0.50 cg           900 1.0  95       0       0       0
a 681493 681496   0.49 cb           442 1.0  65       0       0       0
a 681493 681518   0.85 cb           442 1.0  65       0       0       0
a 681494 681495   0.46 cb           442 1.0  65       0       0       0
a 681494 681502   2.90 cb           341 1.0  70       0       0       0
a 681494 681523   2.18 cb           341 1.0  68       0       0       0
a 681495 681494   0.46 cb           442 1.0  65       0       0       0
a 681495 681496   1.10 cb           442 1.0  65       0       0       0
a 681496 681493   0.49 cb           442 1.0  65       0       0       0
a 681496 681495   1.10 cb           442 1.0  65       0       0       0
a 681498 681504   0.59 cb           341 1.0  68       0       0       0
a 681498 681505   2.85 cb           341 1.0  68       0       0       0
a 681499 681503   0.46 cb           341 1.0  68       0       0       0
a 681499 681519   0.63 cb           341 1.0  68       0       0       0
a 681502 681146   2.00 cb           111 2.0  71       0       0       0
a 681502 681494   2.90 cb           341 1.0  70       0       0       0
a 681502 681504   0.27 cb           341 1.0  70       0       0       0
a 681502 681517   2.48 cb           111 2.0  71       0       0       0
a 681503 718150   0.50 c            900 1.0  95       0       0       0
a 681503 681474   3.40 cb           341 1.0  68       0       0       0
a 681503 681499   0.46 cb           341 1.0  68       0       0       0
a 681503 681516   2.63 cb           341 1.0  68       0       0       0
a 681504 681498   0.59 cb           341 1.0  68       0       0       0
a 681504 681502   0.27 cb           341 1.0  70       0       0       0
a 681504 681519   1.47 cb           341 1.0  68       0       0       0
a 681505 718152   1.00 cg           900 1.0  95       0       0       0
a 681505 681143   2.17 cb           341 1.0  68       0       0       0
a 681505 681498   2.85 cb           341 1.0  68       0       0       0
a 681506 681144   0.94 cb           111 2.0  71       0       0       0
a 681506 681146   1.60 cb           111 2.0  71       0       0       0
a 681507 681508   1.12 cb           341 1.0  68       0       0       0
a 681507 681523   1.47 cb           341 1.0  68       0       0       0
a 681508 681507   1.12 cb           341 1.0  68       0       0       0
a 681508 681509   0.54 cb           341 1.0  68       0       0       0
a 681509 681408   0.55 cb           341 1.0  68       0       0       0
a 681509 681508   0.54 cb           341 1.0  68       0       0       0
a 681513 718151   0.50 cg           900 1.0  95       0       0       0
a 681513 681403   0.68 cb           341 1.0  68       0       0       0
a 681513 681405   1.15 cb           341 1.0  68       0       0       0
a 681515 681405   1.67 cb           341 1.0  68       0       0       0
a 681515 681516   2.18 cb           341 1.0  68       0       0       0
a 681516 681503   2.63 cb           341 1.0  68       0       0       0
a 681516 681515   2.18 cb           341 1.0  68       0       0       0
a 681517 681406   4.44 cb           111 2.0  71       0       0       0
a 681517 681502   2.48 cb           111 2.0  71       0       0       0
a 681518 681493   0.85 cb           442 1.0  65       0       0       0
a 681518 681519   1.29 cb           441 1.0  65       0       0       0
a 681519 681499   0.63 cb           341 1.0  68       0       0       0
a 681519 681504   1.47 cb           341 1.0  68       0       0       0
a 681519 681518   1.29 cb           441 1.0  65       0       0       0
a 681522 681372   1.72 cb           341 1.0  68       0       0       0
a 681522 681386   0.76 cb           341 1.0  68       0       0       0
